autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
Yes (self-identified),6358f1332459f21caa585aef,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),6358f1332459f21caa585aef,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),6358f1332459f21caa585aef,"small green squares, big pink star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),6358f1332459f21caa585aef,"pink big circles, small black star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),6358f1332459f21caa585aef,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),6358f1332459f21caa585aef,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),6358f1332459f21caa585aef,"big pink circles, small blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),6358f1332459f21caa585aef,"big blue stars, small black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),6358f1332459f21caa585aef,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),6358f1332459f21caa585aef,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),6358f1332459f21caa585aef,"small black squares, big green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),6358f1332459f21caa585aef,"small black pentagons, big pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),6358f1332459f21caa585aef,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),6358f1332459f21caa585aef,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),6358f1332459f21caa585aef,"big pink stars, small green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),6358f1332459f21caa585aef,"small green stars, big pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),6358f1332459f21caa585aef,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),6358f1332459f21caa585aef,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),6358f1332459f21caa585aef,"small green pentagons, big square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),6358f1332459f21caa585aef,"big black triangles, small blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),6358f1332459f21caa585aef,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),6358f1332459f21caa585aef,2 black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),6358f1332459f21caa585aef,"big blue triangles, small black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),6358f1332459f21caa585aef,"small blue squares, big green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,2 blue squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,small black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,2 big pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,2 green circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,big triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),63d1c3aec175ba81e9f50cf9,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),660d55d001f4fd64aeadd502,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),660d55d001f4fd64aeadd502,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),660d55d001f4fd64aeadd502,two small squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),660d55d001f4fd64aeadd502,big circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),660d55d001f4fd64aeadd502,small triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),660d55d001f4fd64aeadd502,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),660d55d001f4fd64aeadd502,two big circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),660d55d001f4fd64aeadd502,big stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),660d55d001f4fd64aeadd502,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),660d55d001f4fd64aeadd502,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),660d55d001f4fd64aeadd502,small squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),660d55d001f4fd64aeadd502,small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),660d55d001f4fd64aeadd502,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),660d55d001f4fd64aeadd502,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),660d55d001f4fd64aeadd502,big stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),660d55d001f4fd64aeadd502,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),660d55d001f4fd64aeadd502,two stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),660d55d001f4fd64aeadd502,two big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),660d55d001f4fd64aeadd502,small pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),660d55d001f4fd64aeadd502,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),660d55d001f4fd64aeadd502,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),660d55d001f4fd64aeadd502,small black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),660d55d001f4fd64aeadd502,big triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),660d55d001f4fd64aeadd502,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),660ff676747a1a7c2e89dcfa,squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),660ff676747a1a7c2e89dcfa,big circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),660ff676747a1a7c2e89dcfa,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),660ff676747a1a7c2e89dcfa,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),660ff676747a1a7c2e89dcfa,circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,large stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),660ff676747a1a7c2e89dcfa,Squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),660ff676747a1a7c2e89dcfa,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),660ff676747a1a7c2e89dcfa,Squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),660ff676747a1a7c2e89dcfa,small pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),660ff676747a1a7c2e89dcfa,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,small triangles,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),660ff676747a1a7c2e89dcfa,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),660ff676747a1a7c2e89dcfa,pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),660ff676747a1a7c2e89dcfa,black,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),660ff676747a1a7c2e89dcfa,Circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),660ff676747a1a7c2e89dcfa,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),660ff676747a1a7c2e89dcfa,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),66409560ad936cfe4f1438fd,Pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),66409560ad936cfe4f1438fd,Big Pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),66409560ad936cfe4f1438fd,Small squares ,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),66409560ad936cfe4f1438fd,big circles star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),66409560ad936cfe4f1438fd,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),66409560ad936cfe4f1438fd,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),66409560ad936cfe4f1438fd,Big circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),66409560ad936cfe4f1438fd,Big stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),66409560ad936cfe4f1438fd,Squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),66409560ad936cfe4f1438fd,Big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),66409560ad936cfe4f1438fd,small squares pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),66409560ad936cfe4f1438fd,small pentagons circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),66409560ad936cfe4f1438fd,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),66409560ad936cfe4f1438fd,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),66409560ad936cfe4f1438fd,Big stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),66409560ad936cfe4f1438fd,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),66409560ad936cfe4f1438fd,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),66409560ad936cfe4f1438fd,Big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),66409560ad936cfe4f1438fd,small pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),66409560ad936cfe4f1438fd,"Black triangles, star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),66409560ad936cfe4f1438fd,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),66409560ad936cfe4f1438fd,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),66409560ad936cfe4f1438fd,"Big triangles, circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),66409560ad936cfe4f1438fd,"Blue squares, triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),6658b9ba19546bf4a7e546c8,small green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),6658b9ba19546bf4a7e546c8,large pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),6658b9ba19546bf4a7e546c8,two small triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),6658b9ba19546bf4a7e546c8,two green triangles ,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),6658b9ba19546bf4a7e546c8,two large circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,large blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),6658b9ba19546bf4a7e546c8,two squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),6658b9ba19546bf4a7e546c8,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),6658b9ba19546bf4a7e546c8,"two black squares, 1 green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),6658b9ba19546bf4a7e546c8,small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),6658b9ba19546bf4a7e546c8,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,big pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,two small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),6658b9ba19546bf4a7e546c8,two stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),6658b9ba19546bf4a7e546c8,small green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),6658b9ba19546bf4a7e546c8,big black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),6658b9ba19546bf4a7e546c8,two small circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),6658b9ba19546bf4a7e546c8,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,large blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),6658b9ba19546bf4a7e546c8,small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),66619561132926a85baa3985,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),66619561132926a85baa3985,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),66619561132926a85baa3985,"two small green squares, large pink star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),66619561132926a85baa3985,"two large pink circles, small black star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),66619561132926a85baa3985,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),66619561132926a85baa3985,"two small green triangles, large pink star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),66619561132926a85baa3985,"two large pink circles, small blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),66619561132926a85baa3985,"two large blue stars, small black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),66619561132926a85baa3985,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),66619561132926a85baa3985,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),66619561132926a85baa3985,"two small black squares, large green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),66619561132926a85baa3985,"two small black pentagons, large pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),66619561132926a85baa3985,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),66619561132926a85baa3985,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),66619561132926a85baa3985,"two large pink stars, small green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),66619561132926a85baa3985,"two small stars, large pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),66619561132926a85baa3985,two stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),66619561132926a85baa3985,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),66619561132926a85baa3985,"two green pentagons, black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),66619561132926a85baa3985,"two large black triangles, small blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),66619561132926a85baa3985,green circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),66619561132926a85baa3985,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),66619561132926a85baa3985,"two large blue triangles, small black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),66619561132926a85baa3985,"two small blue squares, large green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"large star, small squares",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"large circles, small star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"large circles, small triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"large stars, pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,large squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"black squares, large pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"circle, black pentagons","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"stars, triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"small stars, large square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,square and 2 pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"black triangles, star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"triangles, black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),666b002b5f3a246f3c2cee76,"blue squares, triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"pentagons, triangle",pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"green squares, large star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"large pink circles, black star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"2 triangles, square ",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"green triangles, star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"2 pink circles, triangle ",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"big stars, black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"squares, star",square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"large squares, star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"2 black squares, pentagon ",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"black pentagons, large circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"circles, square",circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"black stars, circle",black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"large stars, triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"small stars, pink square ",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"stars, circle ",star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"big triangles, pentagon ",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"2 green pentagons, black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"black triangles, small star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),66a8f364a2d06cde82ba98d7,circles ,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"2 black circles, triangle ",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"large blue triangles, black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),66a8f364a2d06cde82ba98d7,"blue squares, green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),66c90f9aee51f5cda9be0083,pentagons and triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),66c90f9aee51f5cda9be0083,two big pentagons and square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),66c90f9aee51f5cda9be0083,small green squares and star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),66c90f9aee51f5cda9be0083,two big circles and small star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),66c90f9aee51f5cda9be0083,two pink triangles and square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),66c90f9aee51f5cda9be0083,two green triangles and star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),66c90f9aee51f5cda9be0083,two pink circles and triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
