autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two pink circles, one smaller blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two blue stars, one black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5f75d01a857e4e27a575f7ca,two squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5f75d01a857e4e27a575f7ca,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two black squares, one green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two black pentagons, one larger pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two circles, one square",circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two back stars, one blue circle",black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two pink stars, one smaller triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two small green stars, one larger pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5f75d01a857e4e27a575f7ca,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two large green triangles, one small blue pentagon",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two green pentagons, one large black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two black triangles, one smaller blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two circles, one pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5f75d01a857e4e27a575f7ca,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two blue triangles, one black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,"two small blue squares, one larger green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,green square,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,large circle,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,large circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,big stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,square,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,small black square,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,circle,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,big star,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,small green star,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,star,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,small pentagon,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,black circle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,big triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),5f8d77f0b348950659f1919e,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5f8e0a296626561cd3d0fb07,small green squares and large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5f8e0a296626561cd3d0fb07,two large pink circles followed by small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5f8e0a296626561cd3d0fb07,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5f8e0a296626561cd3d0fb07,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5f8e0a296626561cd3d0fb07,large pink circles and small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,two blue stars followed by a black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5f8e0a296626561cd3d0fb07,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5f8e0a296626561cd3d0fb07,two large green squares and small black star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5f8e0a296626561cd3d0fb07,small black squares and large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5f8e0a296626561cd3d0fb07,small black pentagons and large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5f8e0a296626561cd3d0fb07,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,large pink stars and small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5f8e0a296626561cd3d0fb07,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5f8e0a296626561cd3d0fb07,small green pentagons and large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5f8e0a296626561cd3d0fb07,large pink triangles and small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5f8e0a296626561cd3d0fb07,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5f8e0a296626561cd3d0fb07,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,large blue triangles and small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5f8e0a296626561cd3d0fb07,small blue squares and large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"big pink star, small green squares",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"two big circles, one small star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"big pink circles, small blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"big blue stars, small black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"big green pentagon, small black squares",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"small black pentagons, big pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"two stars, one triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"small stars, big square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"small pentagons, big square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,2 black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"big blue triangles, small black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5fcab6b8d115ef77ed08b4c0,"blue squares, big triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 large pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 large circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 big blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 small circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 small stars and a square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 small pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 small black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),606605d4808361864cfe3db6,2 blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"green squares, pink star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"big pink circles, black star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"pink circles, blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"blue stars, black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"black squares, green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"black pentagons, pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"pink stars, green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"small green stars, pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"green pentagons, black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"black triangles, blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"blue triangles, black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),6094111f05a8a1d7a1331eec,"blue squares, green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Big Pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,small squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Big Pink Circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,2 green triangles ,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Big Pink Circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Big Blue Stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Green Squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,small black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Black Pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Big Pink Stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,small Green Stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Triangles a different size to the other shape,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Big Black Triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,green circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,2 Black Circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,Big Blue Triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),60b3d51e5faeb57cea9ecda6,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,squares star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,big circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,green pink,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,circles triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,squares pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,"stars, triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,"pentagons, square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,"black triangles, star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,"triangles, circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),60cf6fc7a6a20c1402bc53f3,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two pentagons.,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two large pentagons.,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two small green squares.,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),6100105892a2248ae5d48498,Two big circles on the left.,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two triangles.,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two green triangles.,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two pink circles.,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two large blue stars.,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two squares.,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two green squares.,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two black squares on the left of a pentagon.,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two small black pentagons.,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,circles.,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two black stars.,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two large pink stars.,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two tiny green stars on the left.,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),6100105892a2248ae5d48498,stars.,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,Two large triangles.,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two small green pentagons.,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two black squares on the left of star.,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two circles.,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),6100105892a2248ae5d48498,black circles.,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two large blue triangles.,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),6100105892a2248ae5d48498,two small squares.,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),6113d05ff415bab1824688e3,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),6113d05ff415bab1824688e3,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
