autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
No,67697f50ab2550deacf6622e,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,67697f50ab2550deacf6622e,blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,67697f50ab2550deacf6622e,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,676aadecf1439730a67b20ab,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,676aadecf1439730a67b20ab,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,676aadecf1439730a67b20ab,two square,square,yes,type,"two, small, green, square","one, big, pink, star"
No,676aadecf1439730a67b20ab,big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,676aadecf1439730a67b20ab,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,676aadecf1439730a67b20ab,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,676aadecf1439730a67b20ab,circle two,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,676aadecf1439730a67b20ab,big blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,676aadecf1439730a67b20ab,square,square,no,type,"two, big, blue, square","one, small, black, star"
No,676aadecf1439730a67b20ab,green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,676aadecf1439730a67b20ab,black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,676aadecf1439730a67b20ab,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,676aadecf1439730a67b20ab,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,676aadecf1439730a67b20ab,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,676aadecf1439730a67b20ab,pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,676aadecf1439730a67b20ab,small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,676aadecf1439730a67b20ab,star,star,no,type,"two, big, green, star","one, small, pink, circle"
No,676aadecf1439730a67b20ab,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,676aadecf1439730a67b20ab,green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,676aadecf1439730a67b20ab,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,676aadecf1439730a67b20ab,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,676aadecf1439730a67b20ab,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,676aadecf1439730a67b20ab,blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,676aadecf1439730a67b20ab,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6772e691dc30b75ccbc239f2,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6772e691dc30b75ccbc239f2,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6772e691dc30b75ccbc239f2,small squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,6772e691dc30b75ccbc239f2,"big pink circles, one black star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6772e691dc30b75ccbc239f2,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6772e691dc30b75ccbc239f2,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6772e691dc30b75ccbc239f2,big pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6772e691dc30b75ccbc239f2,big blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6772e691dc30b75ccbc239f2,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,6772e691dc30b75ccbc239f2,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6772e691dc30b75ccbc239f2,black squares small,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6772e691dc30b75ccbc239f2,"two pentagons, big pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6772e691dc30b75ccbc239f2,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,6772e691dc30b75ccbc239f2,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6772e691dc30b75ccbc239f2,pink star and triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6772e691dc30b75ccbc239f2,"small stars, pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6772e691dc30b75ccbc239f2,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,6772e691dc30b75ccbc239f2,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,6772e691dc30b75ccbc239f2,pentagons and square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,6772e691dc30b75ccbc239f2,"black triangle, blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,6772e691dc30b75ccbc239f2,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,6772e691dc30b75ccbc239f2,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,6772e691dc30b75ccbc239f2,"x2 triangle, circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,6772e691dc30b75ccbc239f2,"small blue squares, green big triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6776816f12ad2c97726dd2ab,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6776816f12ad2c97726dd2ab,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6776816f12ad2c97726dd2ab,small green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,6776816f12ad2c97726dd2ab,big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6776816f12ad2c97726dd2ab,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6776816f12ad2c97726dd2ab,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6776816f12ad2c97726dd2ab,big pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6776816f12ad2c97726dd2ab,big stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6776816f12ad2c97726dd2ab,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,6776816f12ad2c97726dd2ab,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6776816f12ad2c97726dd2ab,"2 square, pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6776816f12ad2c97726dd2ab,small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6776816f12ad2c97726dd2ab,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,6776816f12ad2c97726dd2ab,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6776816f12ad2c97726dd2ab,big pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6776816f12ad2c97726dd2ab,"small stars, square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6776816f12ad2c97726dd2ab,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,6776816f12ad2c97726dd2ab,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,6776816f12ad2c97726dd2ab,small green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,6776816f12ad2c97726dd2ab,big black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,6776816f12ad2c97726dd2ab,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,6776816f12ad2c97726dd2ab,"2 black circle, triangle",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,6776816f12ad2c97726dd2ab,big triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,6776816f12ad2c97726dd2ab,blue green,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,67798247d6fc9e510470baef,two pentagons and one triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,67798247d6fc9e510470baef,two large pentagons and one square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,67798247d6fc9e510470baef,two small green squares and one large pink triangle,square,yes,type,"two, small, green, square","one, big, pink, star"
No,67798247d6fc9e510470baef,two large pink circles and one small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,67798247d6fc9e510470baef,two triangles and one square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,67798247d6fc9e510470baef,two small green triangles and one star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,67798247d6fc9e510470baef,two large pink circles and one small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,67798247d6fc9e510470baef,two blue stars and one small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,67798247d6fc9e510470baef,two squares and one star,square,no,type,"two, big, blue, square","one, small, black, star"
No,67798247d6fc9e510470baef,two large green squares and one star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,67798247d6fc9e510470baef,two small black squares and one larger green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,67798247d6fc9e510470baef,two small black pentagons and one pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,67798247d6fc9e510470baef,two circles and one square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,67798247d6fc9e510470baef,two small black stars and one large blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,67798247d6fc9e510470baef,two large pink stars and one small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,67798247d6fc9e510470baef,two green stars and one pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,67798247d6fc9e510470baef,two stars and one circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,67798247d6fc9e510470baef,two large green triangles and one pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,67798247d6fc9e510470baef,two small green pentagons and one large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,67798247d6fc9e510470baef,two large black triangles and one small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,67798247d6fc9e510470baef,two circles and one pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,67798247d6fc9e510470baef,two black circles and one triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,67798247d6fc9e510470baef,two large blue triangles and one small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,67798247d6fc9e510470baef,two small blue squares and one large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,67a4ec7256624770c6c5dcc5,2 objects that look like a tent,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,67a4ec7256624770c6c5dcc5,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,67a4ec7256624770c6c5dcc5,2 small squares and star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,67a4ec7256624770c6c5dcc5,2 large circles and star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,67a4ec7256624770c6c5dcc5,2 small triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,67a4ec7256624770c6c5dcc5,2 small triangles and star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,67a4ec7256624770c6c5dcc5,2 circles ,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,67a4ec7256624770c6c5dcc5,2 big stars small pentagon ,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,67a4ec7256624770c6c5dcc5,2 big squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,67a4ec7256624770c6c5dcc5,2 big squares ,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,67a4ec7256624770c6c5dcc5,2 Squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,67a4ec7256624770c6c5dcc5,2 small pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,67a4ec7256624770c6c5dcc5,Circles,circle,no,type,"two, small, black, circle","one, big, green, square"
